,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
2461,"RT @biostockguru: $OCGN 

#COVAXIN 

WHO Approval ✔️
CDC Approval ✔️
FDA next  

#CovidVaccine Valuation (Market Cap in billions) 

$OCGN $…",  ocgn    covaxin   who approval    cdc approval    fda next     covidvaccine valuation  market cap in billions     ocgn   ,0.0,0.0,positive,0.0,0.677,0.323,0.7351,123,15,  ocgn    covaxin   who approval    cdc approval    fda next     covidvaccine valuation  market cap in billions     ocgn   ,"['', 'ocgn', 'covaxin', 'who', 'approval', 'cdc', 'approval', 'fda', 'next', 'covidvaccine', 'valuation', 'market', 'cap', 'in', 'billions', 'ocgn', '']","['', 'ocgn', 'covaxin', 'approval', 'cdc', 'approval', 'fda', 'next', 'covidvaccine', 'valuation', 'market', 'cap', 'billions', 'ocgn', '']","['', 'ocgn', 'covaxin', 'approv', 'cdc', 'approv', 'fda', 'next', 'covidvaccin', 'valuat', 'market', 'cap', 'billion', 'ocgn', '']"
2462,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
2463,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
2464,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
2465,"RT @PiyushGoyal: The World Trusts 'Made In India'! 

Another reason to celebrate as WHO gives emergency use listing to India’s indigenous C…", the world trusts  made in india     another reason to celebrate as who gives emergency use listing to india s indigenous c ,0.0,0.0,positive,0.102,0.63,0.268,0.6369,124,21, the world trusts  made in india     another reason to celebrate as who gives emergency use listing to india s indigenous c ,"['', 'the', 'world', 'trusts', 'made', 'in', 'india', 'another', 'reason', 'to', 'celebrate', 'as', 'who', 'gives', 'emergency', 'use', 'listing', 'to', 'india', 's', 'indigenous', 'c', '']","['', 'world', 'trusts', 'made', 'india', 'another', 'reason', 'celebrate', 'gives', 'emergency', 'use', 'listing', 'india', 'indigenous', 'c', '']","['', 'world', 'trust', 'made', 'india', 'anoth', 'reason', 'celebr', 'give', 'emerg', 'use', 'list', 'india', 'indigen', 'c', '']"
2466,RT @elitepredatorss: India actually fought a big fight against a declared mafia of the pharmaceutical companies of the world. #COVAXIN is n…, india actually fought a big fight against a declared mafia of the pharmaceutical companies of the world   covaxin is n ,0.0,0.1,negative,0.246,0.754,0.0,-0.5994,120,20, india actually fought a big fight against a declared mafia of the pharmaceutical companies of the world   covaxin is n ,"['', 'india', 'actually', 'fought', 'a', 'big', 'fight', 'against', 'a', 'declared', 'mafia', 'of', 'the', 'pharmaceutical', 'companies', 'of', 'the', 'world', 'covaxin', 'is', 'n', '']","['', 'india', 'actually', 'fought', 'big', 'fight', 'declared', 'mafia', 'pharmaceutical', 'companies', 'world', 'covaxin', 'n', '']","['', 'india', 'actual', 'fought', 'big', 'fight', 'declar', 'mafia', 'pharmaceut', 'compani', 'world', 'covaxin', 'n', '']"
2467,".@WHO granted emergency authorization to #Covaxin, the first #COVID19 vaccine developed in India &amp; to get the desig… https://t.co/rrweUzdN1G",   granted emergency authorization to  covaxin  the first  covid19 vaccine developed in india  amp  to get the desig   ,0.175,0.31666666666666665,negative,0.133,0.765,0.102,-0.1531,119,17,   granted emergency authorization to  covaxin  the first  covid vaccine developed in india  amp  to get the desig   ,"['', 'granted', 'emergency', 'authorization', 'to', 'covaxin', 'the', 'first', 'covid', 'vaccine', 'developed', 'in', 'india', 'amp', 'to', 'get', 'the', 'desig', '']","['', 'granted', 'emergency', 'authorization', 'covaxin', 'first', 'covid', 'vaccine', 'developed', 'india', 'amp', 'get', 'desig', '']","['', 'grant', 'emerg', 'author', 'covaxin', 'first', 'covid', 'vaccin', 'develop', 'india', 'amp', 'get', 'desig', '']"
2468,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
2469,"RT @aniket0608: Now this is WHO's assessment on #COVAXIN data.
Compare this to *coughs* Chindipharm's assessment. https://t.co/PCw4qsrWJA", now this is who s assessment on  covaxin data  compare this to  coughs  chindipharm s assessment   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,100,16, now this is who s assessment on  covaxin data  compare this to  coughs  chindipharm s assessment   ,"['', 'now', 'this', 'is', 'who', 's', 'assessment', 'on', 'covaxin', 'data', 'compare', 'this', 'to', 'coughs', 'chindipharm', 's', 'assessment', '']","['', 'assessment', 'covaxin', 'data', 'compare', 'coughs', 'chindipharm', 'assessment', '']","['', 'assess', 'covaxin', 'data', 'compar', 'cough', 'chindipharm', 'assess', '']"
2470,RT @BharatBiotech: The Emergency Use Listing approval by WHO validates the international safety and quality standards of COVAXIN®. Bharat B…, the emergency use listing approval by who validates the international safety and quality standards of covaxin   bharat b ,0.0,0.0,positive,0.109,0.544,0.347,0.6908,122,18, the emergency use listing approval by who validates the international safety and quality standards of covaxin   bharat b ,"['', 'the', 'emergency', 'use', 'listing', 'approval', 'by', 'who', 'validates', 'the', 'international', 'safety', 'and', 'quality', 'standards', 'of', 'covaxin', 'bharat', 'b', '']","['', 'emergency', 'use', 'listing', 'approval', 'validates', 'international', 'safety', 'quality', 'standards', 'covaxin', 'bharat', 'b', '']","['', 'emerg', 'use', 'list', 'approv', 'valid', 'intern', 'safeti', 'qualiti', 'standard', 'covaxin', 'bharat', 'b', '']"
2471,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
2472,"RT @DrSJaishankar: Welcome @WHO’s decision to grant Emergency Use Listing to #COVAXIN. 

It facilitates travel for many Indian citizens and…", welcome   s decision to grant emergency use listing to  covaxin    it facilitates travel for many indian citizens and ,0.65,0.7,positive,0.118,0.633,0.249,0.4404,119,18, welcome   s decision to grant emergency use listing to  covaxin    it facilitates travel for many indian citizens and ,"['', 'welcome', 's', 'decision', 'to', 'grant', 'emergency', 'use', 'listing', 'to', 'covaxin', 'it', 'facilitates', 'travel', 'for', 'many', 'indian', 'citizens', 'and', '']","['', 'welcome', 'decision', 'grant', 'emergency', 'use', 'listing', 'covaxin', 'facilitates', 'travel', 'many', 'indian', 'citizens', '']","['', 'welcom', 'decis', 'grant', 'emerg', 'use', 'list', 'covaxin', 'facilit', 'travel', 'mani', 'indian', 'citizen', '']"
2473,"RT @TheZaiduLeaks: Good News for India &amp; Pakistan

WHO approved Made in India vaccine #Covaxin for emergency use along with that WHO also a…", good news for india  amp  pakistan  who approved made in india vaccine  covaxin for emergency use along with that who also a ,0.7,0.6000000000000001,positive,0.099,0.684,0.217,0.4767,126,22, good news for india  amp  pakistan  who approved made in india vaccine  covaxin for emergency use along with that who also a ,"['', 'good', 'news', 'for', 'india', 'amp', 'pakistan', 'who', 'approved', 'made', 'in', 'india', 'vaccine', 'covaxin', 'for', 'emergency', 'use', 'along', 'with', 'that', 'who', 'also', 'a', '']","['', 'good', 'news', 'india', 'amp', 'pakistan', 'approved', 'made', 'india', 'vaccine', 'covaxin', 'emergency', 'use', 'along', 'also', '']","['', 'good', 'news', 'india', 'amp', 'pakistan', 'approv', 'made', 'india', 'vaccin', 'covaxin', 'emerg', 'use', 'along', 'also', '']"
2474,"2 days back #Modi ji said

""WHO's Emergency Use Approval For #Covaxin Will Facilitate Our Process to Help Other Cou… https://t.co/ogILwiHsE7",2 days back  modi ji said   who s emergency use approval for  covaxin will facilitate our process to help other cou   ,-0.0625,0.1875,positive,0.107,0.656,0.238,0.4939,118,21, days back  modi ji said   who s emergency use approval for  covaxin will facilitate our process to help other cou   ,"['', 'days', 'back', 'modi', 'ji', 'said', 'who', 's', 'emergency', 'use', 'approval', 'for', 'covaxin', 'will', 'facilitate', 'our', 'process', 'to', 'help', 'other', 'cou', '']","['', 'days', 'back', 'modi', 'ji', 'said', 'emergency', 'use', 'approval', 'covaxin', 'facilitate', 'process', 'help', 'cou', '']","['', 'day', 'back', 'modi', 'ji', 'said', 'emerg', 'use', 'approv', 'covaxin', 'facilit', 'process', 'help', 'cou', '']"
2475,"RT @JM_Scindia: Congratulations India, as we achieve yet another milestone in our fight against COVID-19.  #COVAXIN, gets nod from WHO for…", congratulations india  as we achieve yet another milestone in our fight against covid 19    covaxin  gets nod from who for ,0.0,0.0,positive,0.106,0.735,0.159,0.3182,124,20, congratulations india  as we achieve yet another milestone in our fight against covid     covaxin  gets nod from who for ,"['', 'congratulations', 'india', 'as', 'we', 'achieve', 'yet', 'another', 'milestone', 'in', 'our', 'fight', 'against', 'covid', 'covaxin', 'gets', 'nod', 'from', 'who', 'for', '']","['', 'congratulations', 'india', 'achieve', 'yet', 'another', 'milestone', 'fight', 'covid', 'covaxin', 'gets', 'nod', '']","['', 'congratul', 'india', 'achiev', 'yet', 'anoth', 'mileston', 'fight', 'covid', 'covaxin', 'get', 'nod', '']"
