,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
699,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
700,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
701,"RT @DrSJaishankar: Welcome @WHO’s decision to grant Emergency Use Listing to #COVAXIN. 

It facilitates travel for many Indian citizens and…", welcome   s decision to grant emergency use listing to  covaxin    it facilitates travel for many indian citizens and ,0.65,0.7,positive,0.118,0.633,0.249,0.4404,119,18, welcome   s decision to grant emergency use listing to  covaxin    it facilitates travel for many indian citizens and ,"['', 'welcome', 's', 'decision', 'to', 'grant', 'emergency', 'use', 'listing', 'to', 'covaxin', 'it', 'facilitates', 'travel', 'for', 'many', 'indian', 'citizens', 'and', '']","['', 'welcome', 'decision', 'grant', 'emergency', 'use', 'listing', 'covaxin', 'facilitates', 'travel', 'many', 'indian', 'citizens', '']","['', 'welcom', 'decis', 'grant', 'emerg', 'use', 'list', 'covaxin', 'facilit', 'travel', 'mani', 'indian', 'citizen', '']"
702,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
703,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
704,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
705,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
706,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
707,"RT @_NairFYI: Aman Sharma, Pallavi Ghosh, Marya Shakil share BJP IT Cell’s WhatsApp forward ‘PM Modi in his meeting with WHO director got t…", aman sharma  pallavi ghosh  marya shakil share bjp it cell s whatsapp forward  pm modi in his meeting with who director got t ,0.0,0.0,positive,0.0,0.901,0.099,0.296,127,23, aman sharma  pallavi ghosh  marya shakil share bjp it cell s whatsapp forward  pm modi in his meeting with who director got t ,"['', 'aman', 'sharma', 'pallavi', 'ghosh', 'marya', 'shakil', 'share', 'bjp', 'it', 'cell', 's', 'whatsapp', 'forward', 'pm', 'modi', 'in', 'his', 'meeting', 'with', 'who', 'director', 'got', 't', '']","['', 'aman', 'sharma', 'pallavi', 'ghosh', 'marya', 'shakil', 'share', 'bjp', 'cell', 'whatsapp', 'forward', 'pm', 'modi', 'meeting', 'director', 'got', '']","['', 'aman', 'sharma', 'pallavi', 'ghosh', 'marya', 'shakil', 'share', 'bjp', 'cell', 'whatsapp', 'forward', 'pm', 'modi', 'meet', 'director', 'got', '']"
708,RT @AshwiniB_1991: @IAnnapurnna hi please support my daughter 🙏 jai sri RAM #COVAXIN https://t.co/0XRCYRzt5t,   hi please support my daughter   jai sri ram  covaxin  ,0.0,0.0,positive,0.0,0.583,0.417,0.6124,57,9,   hi please support my daughter   jai sri ram  covaxin  ,"['', 'hi', 'please', 'support', 'my', 'daughter', 'jai', 'sri', 'ram', 'covaxin', '']","['', 'hi', 'please', 'support', 'daughter', 'jai', 'sri', 'ram', 'covaxin', '']","['', 'hi', 'pleas', 'support', 'daughter', 'jai', 'sri', 'ram', 'covaxin', '']"
709,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
710,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
711,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
712,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
713,@UAE_BARQ_EN when the UAE Government approves #covaxin,  barq en when the uae government approves  covaxin,0.0,0.0,positive,0.0,0.722,0.278,0.4019,51,8,  barq en when the uae government approves  covaxin,"['', 'barq', 'en', 'when', 'the', 'uae', 'government', 'approves', 'covaxin']","['', 'barq', 'en', 'uae', 'government', 'approves', 'covaxin']","['', 'barq', 'en', 'uae', 'govern', 'approv', 'covaxin']"
714,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
715,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
716,@chiara_ann13 @pmcdunnough Would like to know what corruptness compromises the vaccine manufacturing of #COVAXIN an… https://t.co/ByuzCDkgwj,  ann13   would like to know what corruptness compromises the vaccine manufacturing of  covaxin an   ,0.0,0.0,positive,0.0,0.839,0.161,0.3612,101,14,  ann   would like to know what corruptness compromises the vaccine manufacturing of  covaxin an   ,"['', 'ann', 'would', 'like', 'to', 'know', 'what', 'corruptness', 'compromises', 'the', 'vaccine', 'manufacturing', 'of', 'covaxin', 'an', '']","['', 'ann', 'would', 'like', 'know', 'corruptness', 'compromises', 'vaccine', 'manufacturing', 'covaxin', '']","['', 'ann', 'would', 'like', 'know', 'corrupt', 'compromis', 'vaccin', 'manufactur', 'covaxin', '']"
717,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
718,RT @OsintUpdates: 🚨 Finland approves India's #Covaxin vaccine against #COVID19,   finland approves india s  covaxin vaccine against  covid19,0.0,0.0,positive,0.0,0.69,0.31,0.4019,61,8,   finland approves india s  covaxin vaccine against  covid,"['', 'finland', 'approves', 'india', 's', 'covaxin', 'vaccine', 'against', 'covid']","['', 'finland', 'approves', 'india', 'covaxin', 'vaccine', 'covid']","['', 'finland', 'approv', 'india', 'covaxin', 'vaccin', 'covid']"
719,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
720,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
721,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
722,"@BharatBiotech @SuchitraElla 
She's the daughter of @AshwiniB_1991 , seen here promoting #COVAXIN 
It's heartening… https://t.co/7uvElDrHTa",     she s the daughter of   1991   seen here promoting  covaxin  it s heartening   ,0.0,0.0,positive,0.0,0.8,0.2,0.3612,84,13,     she s the daughter of      seen here promoting  covaxin  it s heartening   ,"['', 'she', 's', 'the', 'daughter', 'of', 'seen', 'here', 'promoting', 'covaxin', 'it', 's', 'heartening', '']","['', 'daughter', 'seen', 'promoting', 'covaxin', 'heartening', '']","['', 'daughter', 'seen', 'promot', 'covaxin', 'hearten', '']"
723,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
724,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
725,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
726,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
727,RT @AshwiniB_1991: @IAnnapurnna hi please support my daughter 🙏 jai sri RAM #COVAXIN https://t.co/0XRCYRzt5t,   hi please support my daughter   jai sri ram  covaxin  ,0.0,0.0,positive,0.0,0.583,0.417,0.6124,57,9,   hi please support my daughter   jai sri ram  covaxin  ,"['', 'hi', 'please', 'support', 'my', 'daughter', 'jai', 'sri', 'ram', 'covaxin', '']","['', 'hi', 'please', 'support', 'daughter', 'jai', 'sri', 'ram', 'covaxin', '']","['', 'hi', 'pleas', 'support', 'daughter', 'jai', 'sri', 'ram', 'covaxin', '']"
728,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
729,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍@WHO grants emergency use listing for Made in India #COVID19 vaccine- #COVAXIN 

#Unite2FightCoro…",  indiafightscorona      grants emergency use listing for made in india  covid19 vaccine   covaxin    unite2fightcoro ,0.0,0.0,negative,0.168,0.71,0.123,-0.1779,118,13,  indiafightscorona      grants emergency use listing for made in india  covid vaccine   covaxin    unitefightcoro ,"['', 'indiafightscorona', 'grants', 'emergency', 'use', 'listing', 'for', 'made', 'in', 'india', 'covid', 'vaccine', 'covaxin', 'unitefightcoro', '']","['', 'indiafightscorona', 'grants', 'emergency', 'use', 'listing', 'made', 'india', 'covid', 'vaccine', 'covaxin', 'unitefightcoro', '']","['', 'indiafightscorona', 'grant', 'emerg', 'use', 'list', 'made', 'india', 'covid', 'vaccin', 'covaxin', 'unitefightcoro', '']"
730,RT @HinduDharma1: Two official statements from Director Communications @WHO Specially for Andbhakts that #COVAXIN was cleared by Independen…, two official statements from director communications   specially for andbhakts that  covaxin was cleared by independen ,0.35714285714285715,0.5714285714285714,positive,0.0,0.909,0.091,0.1027,120,15, two official statements from director communications   specially for andbhakts that  covaxin was cleared by independen ,"['', 'two', 'official', 'statements', 'from', 'director', 'communications', 'specially', 'for', 'andbhakts', 'that', 'covaxin', 'was', 'cleared', 'by', 'independen', '']","['', 'two', 'official', 'statements', 'director', 'communications', 'specially', 'andbhakts', 'covaxin', 'cleared', 'independen', '']","['', 'two', 'offici', 'statement', 'director', 'commun', 'special', 'andbhakt', 'covaxin', 'clear', 'independen', '']"
731,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 05/11 at 02:00PM
FREE Slots 
#COVISHIELD - Dose1:2480, Dose2:… https://t.co/eTAFZN1og6",18 44  bbmp  bengaluru  covidvaccine availability for 05 11 at 02 00pm free slots   covishield   dose1 2480  dose2    ,0.4,0.8,positive,0.0,0.837,0.163,0.5106,118,18,   bbmp  bengaluru  covidvaccine availability for   at  pm free slots   covishield   dose   dose    ,"['', 'bbmp', 'bengaluru', 'covidvaccine', 'availability', 'for', 'at', 'pm', 'free', 'slots', 'covishield', 'dose', 'dose', '']","['', 'bbmp', 'bengaluru', 'covidvaccine', 'availability', 'pm', 'free', 'slots', 'covishield', 'dose', 'dose', '']","['', 'bbmp', 'bengaluru', 'covidvaccin', 'avail', 'pm', 'free', 'slot', 'covishield', 'dose', 'dose', '']"
732,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 05/11 at 02:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/kH2iHfiMmy",18 44  urban  bengaluru  covidvaccine availability for 05 11 at 02 00pm free slots 0 paid slots   covishield   dose   ,0.2,0.4,positive,0.0,0.837,0.163,0.5106,118,19,   urban  bengaluru  covidvaccine availability for   at  pm free slots  paid slots   covishield   dose   ,"['', 'urban', 'bengaluru', 'covidvaccine', 'availability', 'for', 'at', 'pm', 'free', 'slots', 'paid', 'slots', 'covishield', 'dose', '']","['', 'urban', 'bengaluru', 'covidvaccine', 'availability', 'pm', 'free', 'slots', 'paid', 'slots', 'covishield', 'dose', '']","['', 'urban', 'bengaluru', 'covidvaccin', 'avail', 'pm', 'free', 'slot', 'paid', 'slot', 'covishield', 'dose', '']"
733,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 05/11 at 02:00PM
FREE Slots 
#COVAXIN - Dose1:248, Dose2:247… https://t.co/M00hrtvQ5n",18 44  rural  bengaluru  covidvaccine availability for 05 11 at 02 00pm free slots   covaxin   dose1 248  dose2 247   ,0.2,0.4,positive,0.0,0.845,0.155,0.5106,118,19,   rural  bengaluru  covidvaccine availability for   at  pm free slots   covaxin   dose   dose    ,"['', 'rural', 'bengaluru', 'covidvaccine', 'availability', 'for', 'at', 'pm', 'free', 'slots', 'covaxin', 'dose', 'dose', '']","['', 'rural', 'bengaluru', 'covidvaccine', 'availability', 'pm', 'free', 'slots', 'covaxin', 'dose', 'dose', '']","['', 'rural', 'bengaluru', 'covidvaccin', 'avail', 'pm', 'free', 'slot', 'covaxin', 'dose', 'dose', '']"
734,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
735,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
736,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
737,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
738,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
739,"RT @dpradhanbjp: ‘Made In India’ #COVAXIN gets emergency use listing by @WHO. 

A welcome move which will strengthen humanity’s fight again…",  made in india   covaxin gets emergency use listing by      a welcome move which will strengthen humanity s fight again ,0.8,0.9,positive,0.221,0.553,0.226,0.0258,121,19,  made in india   covaxin gets emergency use listing by      a welcome move which will strengthen humanity s fight again ,"['', 'made', 'in', 'india', 'covaxin', 'gets', 'emergency', 'use', 'listing', 'by', 'a', 'welcome', 'move', 'which', 'will', 'strengthen', 'humanity', 's', 'fight', 'again', '']","['', 'made', 'india', 'covaxin', 'gets', 'emergency', 'use', 'listing', 'welcome', 'move', 'strengthen', 'humanity', 'fight', '']","['', 'made', 'india', 'covaxin', 'get', 'emerg', 'use', 'list', 'welcom', 'move', 'strengthen', 'human', 'fight', '']"
740,RT @OsintUpdates: 🚨 Finland approves India's #Covaxin vaccine against #COVID19,   finland approves india s  covaxin vaccine against  covid19,0.0,0.0,positive,0.0,0.69,0.31,0.4019,61,8,   finland approves india s  covaxin vaccine against  covid,"['', 'finland', 'approves', 'india', 's', 'covaxin', 'vaccine', 'against', 'covid']","['', 'finland', 'approves', 'india', 'covaxin', 'vaccine', 'covid']","['', 'finland', 'approv', 'india', 'covaxin', 'vaccin', 'covid']"
741,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
742,RT @arvindsingh_dev: LeLi Mafia frothing at mouth. Print saying #Deepavali is not a Hindu festival and Arabs died in protecting Somnath. Wi…, leli mafia frothing at mouth  print saying  deepavali is not a hindu festival and arabs died in protecting somnath  wi ,0.0,0.0,negative,0.268,0.732,0.0,-0.7374,120,20, leli mafia frothing at mouth  print saying  deepavali is not a hindu festival and arabs died in protecting somnath  wi ,"['', 'leli', 'mafia', 'frothing', 'at', 'mouth', 'print', 'saying', 'deepavali', 'is', 'not', 'a', 'hindu', 'festival', 'and', 'arabs', 'died', 'in', 'protecting', 'somnath', 'wi', '']","['', 'leli', 'mafia', 'frothing', 'mouth', 'print', 'saying', 'deepavali', 'hindu', 'festival', 'arabs', 'died', 'protecting', 'somnath', 'wi', '']","['', 'leli', 'mafia', 'froth', 'mouth', 'print', 'say', 'deepavali', 'hindu', 'festiv', 'arab', 'die', 'protect', 'somnath', 'wi', '']"
743,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
744,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
745,"RT @SVishnuReddy: This is how the WHO approval for #Covaxin came about ! PM pushed for it just two days back 

Perfect Diwali gift for Indi…", this is how the who approval for  covaxin came about   pm pushed for it just two days back   perfect diwali gift for indi ,0.5,0.5,positive,0.0,0.673,0.327,0.8658,123,23, this is how the who approval for  covaxin came about   pm pushed for it just two days back   perfect diwali gift for indi ,"['', 'this', 'is', 'how', 'the', 'who', 'approval', 'for', 'covaxin', 'came', 'about', 'pm', 'pushed', 'for', 'it', 'just', 'two', 'days', 'back', 'perfect', 'diwali', 'gift', 'for', 'indi', '']","['', 'approval', 'covaxin', 'came', 'pm', 'pushed', 'two', 'days', 'back', 'perfect', 'diwali', 'gift', 'indi', '']","['', 'approv', 'covaxin', 'came', 'pm', 'push', 'two', 'day', 'back', 'perfect', 'diwali', 'gift', 'indi', '']"
746,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
747,"Guyana approves India-made Covaxin for travel, 

#Guyana 
#Covaxin
#India
 https://t.co/rrFanuLpa0",guyana approves india made covaxin for travel     guyana   covaxin  india   ,0.0,0.0,positive,0.0,0.769,0.231,0.4019,76,10,guyana approves india made covaxin for travel     guyana   covaxin  india   ,"['guyana', 'approves', 'india', 'made', 'covaxin', 'for', 'travel', 'guyana', 'covaxin', 'india', '']","['guyana', 'approves', 'india', 'made', 'covaxin', 'travel', 'guyana', 'covaxin', 'india', '']","['guyana', 'approv', 'india', 'made', 'covaxin', 'travel', 'guyana', 'covaxin', 'india', '']"
748,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
749,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
